userId,itemIds,scores
306,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.0687569379806519, 1.062646508216858, 1.062508225440979, 1.0586283206939697, 1.052107572555542, 1.050130009651184, 1.0439352989196777, 1.0431534051895142, 1.042107343673706, 1.0412123203277588]"
307,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9320797920227051, 0.9115209579467773, 0.9094196557998657, 0.9012109637260437, 0.8838422298431396, 0.8620250225067139, 0.8556585907936096, 0.853493869304657, 0.8498742580413818, 0.8482095003128052]"
308,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7277668714523315, 0.7173250913619995, 0.7164168953895569, 0.7119680047035217, 0.7027225494384766, 0.693933367729187, 0.6890443563461304, 0.6875157356262207, 0.6856613755226135, 0.6849349737167358]"
309,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6134009957313538, 0.60304194688797, 0.6020141839981079, 0.5978569388389587, 0.5888493061065674, 0.5789665579795837, 0.5750200152397156, 0.5736649632453918, 0.5718284845352173, 0.5710543990135193]"
310,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3823959529399872, 0.3753794729709625, 0.3747105896472931, 0.37183499336242676, 0.36579588055610657, 0.35901954770088196, 0.35637539625167847, 0.3555007874965668, 0.35425418615341187, 0.35373419523239136]"
311,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.994069516658783, 0.9796634316444397, 0.9783818125724792, 0.9723316431045532, 0.9595876932144165, 0.9469737410545349, 0.9405691027641296, 0.9385746717453003, 0.9360158443450928, 0.9349381923675537]"
312,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.061388611793518, 1.047764539718628, 1.0467495918273926, 1.0406086444854736, 1.0283821821212769, 1.016937255859375, 1.0102183818817139, 1.0084996223449707, 1.0061019659042358, 1.0049169063568115]"
313,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.9364290237426758, 0.91817307472229, 0.9170008897781372, 0.9081039428710938, 0.8926382064819336, 0.8676627278327942, 0.8648139834403992, 0.8638494610786438, 0.8617945909500122, 0.8584604859352112]"
314,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3179354667663574, 0.3142881989479065, 0.31398823857307434, 0.3124220073223114, 0.3090803325176239, 0.3064529597759247, 0.3044441342353821, 0.3038161098957062, 0.303162157535553, 0.3029220998287201]"
315,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6020339131355286, 0.5901075601577759, 0.5888091921806335, 0.5842724442481995, 0.5740633606910706, 0.5627018213272095, 0.5584136843681335, 0.5566346049308777, 0.5544955730438232, 0.5538095235824585]"
316,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9886218905448914, 0.971952497959137, 0.9701600074768066, 0.963822603225708, 0.9492974281311035, 0.9358654022216797, 0.9284173846244812, 0.9252174496650696, 0.9222094416618347, 0.9216061234474182]"
317,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.0471247434616089, 1.041499137878418, 1.041412115097046, 1.0379301309585571, 1.0318366289138794, 1.0313678979873657, 1.0249907970428467, 1.0238089561462402, 1.0228369235992432, 1.022257924079895]"
318,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5256378054618835, 0.5134960412979126, 0.5121444463729858, 0.5075526237487793, 0.49731308221817017, 0.48495107889175415, 0.48111096024513245, 0.4794902801513672, 0.4773334562778473, 0.4765697419643402]"
319,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2130865603685379, 0.21040698885917664, 0.21012678742408752, 0.20910727977752686, 0.2066771239042282, 0.20494599640369415, 0.20346684753894806, 0.20285138487815857, 0.20236770808696747, 0.2022930383682251]"
320,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7362038493156433, 0.7187924385070801, 0.7176916003227234, 0.7091093063354492, 0.6946434378623962, 0.6688377857208252, 0.6678751707077026, 0.6663433909416199, 0.6650304198265076, 0.6615757942199707]"
321,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8833149671554565, 0.865132212638855, 0.8632051348686218, 0.8561589121818542, 0.8406722545623779, 0.8227537274360657, 0.816476583480835, 0.8140249848365784, 0.8107843995094299, 0.8096089959144592]"
322,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8455031514167786, 0.8290942311286926, 0.827897310256958, 0.8202393054962158, 0.8063010573387146, 0.7853867411613464, 0.78150874376297, 0.7813534140586853, 0.7787505984306335, 0.7761906981468201]"
323,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2700475752353668, 0.26556897163391113, 0.26517626643180847, 0.2632584869861603, 0.2593677043914795, 0.25505441427230835, 0.253281831741333, 0.25278520584106445, 0.2519967555999756, 0.251613050699234]"
324,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9856168031692505, 0.9740697145462036, 0.9732992649078369, 0.9679129719734192, 0.9574136137962341, 0.9477533102035522, 0.9418395161628723, 0.9405354857444763, 0.9385185837745667, 0.9373567700386047]"
325,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8743711709976196, 0.8611916899681091, 0.8599265813827515, 0.8545808792114258, 0.8429625034332275, 0.8323403596878052, 0.8261325359344482, 0.8238619565963745, 0.8215100169181824, 0.8208160996437073]"
326,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5550799369812012, 0.544634222984314, 0.5435705184936523, 0.5394322276115417, 0.5304652452468872, 0.5202682018280029, 0.5165103077888489, 0.5151535272598267, 0.5132977962493896, 0.5125579237937927]"
327,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1054750680923462, 1.084918737411499, 1.0825960636138916, 1.0750051736831665, 1.0572718381881714, 1.039634346961975, 1.031288981437683, 1.0274921655654907, 1.0237739086151123, 1.0230023860931396]"
328,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.38132667541503906, 0.37275874614715576, 0.37181881070137024, 0.36855873465538025, 0.36131611466407776, 0.35247814655303955, 0.34980854392051697, 0.3487272262573242, 0.3472040295600891, 0.34662386775016785]"
329,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1222039461135864, 1.0990175008773804, 1.0966160297393799, 1.0875132083892822, 1.0677845478057861, 1.0441861152648926, 1.036527156829834, 1.0337145328521729, 1.0295957326889038, 1.0279006958007812]"
330,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9803556203842163, 0.9627562165260315, 0.960710883140564, 0.9543622732162476, 0.9391093850135803, 0.9253858923912048, 0.917560875415802, 0.9137856364250183, 0.9105849862098694, 0.9102253913879395]"
331,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.063205599784851, 1.046247124671936, 1.0445696115493774, 1.037800908088684, 1.0229510068893433, 1.0088800191879272, 1.0012491941452026, 0.9983597993850708, 0.9953140616416931, 0.9944463968276978]"
332,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2840202748775482, 0.2801327407360077, 0.27981752157211304, 0.2781206965446472, 0.2746584415435791, 0.2714211940765381, 0.2695406973361969, 0.2689950168132782, 0.26830795407295227, 0.26801517605781555]"
333,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9769027233123779, 0.9578163623809814, 0.9558119773864746, 0.9483823180198669, 0.9320411682128906, 0.9141103625297546, 0.9069743156433105, 0.904155969619751, 0.9007519483566284, 0.8996385335922241]"
334,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.49762097001075745, 0.4857890009880066, 0.48479148745536804, 0.47956863045692444, 0.46968764066696167, 0.4544667899608612, 0.4519435465335846, 0.4518524706363678, 0.4498429596424103, 0.44819527864456177]"
335,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7055138945579529, 0.6889537572860718, 0.687237560749054, 0.6806690692901611, 0.6667532920837402, 0.648464560508728, 0.6437975168228149, 0.6422377824783325, 0.6393243074417114, 0.6378963589668274]"
336,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7687036395072937, 0.7537724375724792, 0.7528378367424011, 0.7455218434333801, 0.7328717112541199, 0.7129082083702087, 0.7101705074310303, 0.7095142602920532, 0.7076910734176636, 0.7050549387931824]"
337,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4943523705005646, 0.48484182357788086, 0.4838970899581909, 0.4800509214401245, 0.47190746665000916, 0.4625379741191864, 0.4591132402420044, 0.4579363167285919, 0.45625609159469604, 0.4555545747280121]"
338,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0829625129699707, 1.0686155557632446, 1.0672410726547241, 1.0614738464355469, 1.0485914945602417, 1.039041519165039, 1.0311241149902344, 1.0280340909957886, 1.0254464149475098, 1.024994134902954]"
339,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5583455562591553, 0.5437852740287781, 0.5427998304367065, 0.5357484221458435, 0.5237407088279724, 0.502175509929657, 0.5013755559921265, 0.5002132058143616, 0.4989837408065796, 0.49620920419692993]"
340,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5167586803436279, 0.5086423754692078, 0.5080065131187439, 0.5043787360191345, 0.497292160987854, 0.4894888699054718, 0.4861372709274292, 0.4853416979312897, 0.48393046855926514, 0.48315033316612244]"
341,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5332074165344238, 0.5267328023910522, 0.5262306332588196, 0.5233543515205383, 0.5174890756607056, 0.5121837854385376, 0.5089201927185059, 0.5080514550209045, 0.5069106221199036, 0.5063492655754089]"
342,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6886286735534668, 0.6733949780464172, 0.6716940999031067, 0.6659860610961914, 0.6530790328979492, 0.6385003924369812, 0.633193850517273, 0.6308421492576599, 0.6281097531318665, 0.6273409128189087]"
343,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7534058094024658, 0.7366974949836731, 0.7347745299339294, 0.7286325693130493, 0.714470386505127, 0.6983441710472107, 0.6926730871200562, 0.6900714635848999, 0.6870759725570679, 0.6862354874610901]"
344,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5032346844673157, 0.4973365366458893, 0.49696606397628784, 0.4941643178462982, 0.4888054430484772, 0.48375964164733887, 0.4807620346546173, 0.48015928268432617, 0.47913694381713867, 0.47850680351257324]"
345,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8804033398628235, 0.8682677745819092, 0.8672840595245361, 0.861971914768219, 0.8511783480644226, 0.8407055735588074, 0.8350360989570618, 0.8334615230560303, 0.8313217163085938, 0.8303290605545044]"
346,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6889505982398987, 0.6715174317359924, 0.6703342199325562, 0.6619040369987488, 0.6474916338920593, 0.6216524243354797, 0.6207098364830017, 0.6193059086799622, 0.6178478598594666, 0.6144983172416687]"
347,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6294997930526733, 0.6165475845336914, 0.6151379942893982, 0.610202968120575, 0.5991616249084473, 0.5866243243217468, 0.5820906758308411, 0.5802212953567505, 0.5779093503952026, 0.5771425366401672]"
348,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6094978451728821, 0.5947167873382568, 0.5937104821205139, 0.5865709185600281, 0.5743030309677124, 0.5527770519256592, 0.5516355037689209, 0.550563633441925, 0.5492009520530701, 0.5464187264442444]"
349,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5344292521476746, 0.5234877467155457, 0.5226759910583496, 0.5176090598106384, 0.5083627700805664, 0.4942842125892639, 0.4918358027935028, 0.4917270541191101, 0.4899907112121582, 0.4883037805557251]"
350,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.801788866519928, 0.791354775428772, 0.7904407382011414, 0.7860625982284546, 0.7766861319541931, 0.7690489292144775, 0.7635284066200256, 0.7616332173347473, 0.7597809433937073, 0.7592229843139648]"
351,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.038191795349121, 1.0240235328674316, 1.0226253271102905, 1.0170315504074097, 1.0043586492538452, 0.994600772857666, 0.987061083316803, 0.9840466976165771, 0.9814871549606323, 0.9810345768928528]"
352,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8329274654388428, 0.8160362243652344, 0.81504225730896, 0.8065791726112366, 0.7923499345779419, 0.7678786516189575, 0.7664135694503784, 0.7649566531181335, 0.7636597156524658, 0.7602472305297852]"
353,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0939807891845703, 1.072358250617981, 1.0699546337127686, 1.0618456602096558, 1.0433253049850464, 1.0232657194137573, 1.0152790546417236, 1.011812448501587, 1.007919430732727, 1.006824254989624]"
354,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.37098532915115356, 0.3639516532421112, 0.3633062243461609, 0.36034873127937317, 0.3543313443660736, 0.3467073142528534, 0.34447479248046875, 0.34391453862190247, 0.3426823616027832, 0.34196993708610535]"
355,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0683977603912354, 1.0526089668273926, 1.051169991493225, 1.0446134805679321, 1.0306775569915771, 1.0174638032913208, 1.010178565979004, 1.0077303647994995, 1.0049138069152832, 1.0039077997207642]"
356,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.107287049293518, 1.091941475868225, 1.0906633138656616, 1.0840200185775757, 1.0703812837600708, 1.0572460889816284, 1.0500799417495728, 1.0480057001113892, 1.045295238494873, 1.0440921783447266]"
357,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.34361982345581055, 0.34034788608551025, 0.34009769558906555, 0.3386751413345337, 0.33558130264282227, 0.33408060669898987, 0.33175206184387207, 0.3309547007083893, 0.33036351203918457, 0.33025896549224854]"
358,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7471709847450256, 0.7318236231803894, 0.7303213477134705, 0.7240666151046753, 0.7110240459442139, 0.6944901943206787, 0.6897420287132263, 0.688326358795166, 0.6856321692466736, 0.6842350959777832]"
359,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.26753872632980347, 0.26429516077041626, 0.2640421688556671, 0.262612521648407, 0.2596706748008728, 0.25710853934288025, 0.25543102622032166, 0.2549566924571991, 0.25438666343688965, 0.2541291117668152]"
360,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8146647810935974, 0.7991573810577393, 0.7975946664810181, 0.7914276719093323, 0.7781245708465576, 0.7631502747535706, 0.7574695348739624, 0.7554067373275757, 0.752655565738678, 0.7515945434570312]"
361,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8721328377723694, 0.8545719981193542, 0.8526686429977417, 0.8459447622299194, 0.830939769744873, 0.8142919540405273, 0.8079033493995667, 0.8052729368209839, 0.8021365404129028, 0.8011432886123657]"
362,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.47906947135925293, 0.46777471899986267, 0.46658939123153687, 0.4621550142765045, 0.4526631236076355, 0.44038936495780945, 0.43713662028312683, 0.4359796643257141, 0.43398889899253845, 0.4330728054046631]"
363,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.39539340138435364, 0.38601022958755493, 0.3852233588695526, 0.3810582756996155, 0.37322211265563965, 0.36101004481315613, 0.3590686023235321, 0.3590576946735382, 0.3574615716934204, 0.3561169505119324]"
364,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9820194244384766, 0.9704939126968384, 0.9695191383361816, 0.964623212814331, 0.9541013836860657, 0.9470085501670837, 0.9400497674942017, 0.9376044869422913, 0.935541033744812, 0.9350865483283997]"
365,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5146862864494324, 0.5017002820968628, 0.5001264810562134, 0.4955084025859833, 0.4846091568470001, 0.47219547629356384, 0.4678885042667389, 0.46568048000335693, 0.4633348286151886, 0.46284523606300354]"
366,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9228922724723816, 0.9100255370140076, 0.9089038372039795, 0.9034658074378967, 0.8920261263847351, 0.8811989426612854, 0.8751786947250366, 0.8733034729957581, 0.8710176348686218, 0.8700913190841675]"
367,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0668941736221313, 1.0564894676208496, 1.0561022758483887, 1.0505903959274292, 1.0408761501312256, 1.0320476293563843, 1.0261762142181396, 1.025547742843628, 1.0237826108932495, 1.022296667098999]"
368,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8830955624580383, 0.867933988571167, 0.8665376901626587, 0.8602261543273926, 0.8470949530601501, 0.8326636552810669, 0.8267250657081604, 0.8248692154884338, 0.8221826553344727, 0.8210062384605408]"
369,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.863813042640686, 0.8443406224250793, 0.8422124981880188, 0.8348016738891602, 0.8183505535125732, 0.7988535761833191, 0.7924745082855225, 0.7898111939430237, 0.7863337397575378, 0.7851489186286926]"
370,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.46916815638542175, 0.4605998992919922, 0.4595901668071747, 0.4565354287624359, 0.4491177201271057, 0.4418613314628601, 0.4384010434150696, 0.4367322623729706, 0.4351777732372284, 0.4348943829536438]"
371,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0147067308425903, 1.000179409980774, 0.9993000030517578, 0.9922007322311401, 0.9794166088104248, 0.9633456468582153, 0.9579997062683105, 0.9576897621154785, 0.9552302956581116, 0.9530898332595825]"
372,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8857398629188538, 0.8671556115150452, 0.8660831451416016, 0.8567233681678772, 0.8411229848861694, 0.8141563534736633, 0.8125847578048706, 0.8109611868858337, 0.8095550537109375, 0.8058141469955444]"
373,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.55974280834198, 0.5461675524711609, 0.5452682375907898, 0.5386622548103333, 0.5274019837379456, 0.5076769590377808, 0.5065858364105225, 0.5055863857269287, 0.5043529272079468, 0.50179523229599]"
374,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.47452136874198914, 0.4645098149776459, 0.4635893702507019, 0.4593523442745209, 0.450878381729126, 0.4395710825920105, 0.4366569519042969, 0.43598654866218567, 0.4342438280582428, 0.43319040536880493]"
375,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9828152656555176, 0.9609335064888, 0.9587069153785706, 0.949968159198761, 0.9314939379692078, 0.9077659249305725, 0.9012808203697205, 0.8991417288780212, 0.8952922224998474, 0.8934218883514404]"
376,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7086684703826904, 0.7021258473396301, 0.7019547820091248, 0.6983118653297424, 0.6921509504318237, 0.6867979764938354, 0.6828311085700989, 0.6824937462806702, 0.6813973784446716, 0.6804025173187256]"
377,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6571658253669739, 0.6412296891212463, 0.6392632126808167, 0.6336880326271057, 0.6202651858329773, 0.605323076248169, 0.5999262928962708, 0.5970871448516846, 0.5942047238349915, 0.5936601161956787]"
378,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6256237626075745, 0.6094428300857544, 0.608372151851654, 0.600483775138855, 0.5871372222900391, 0.5630338191986084, 0.5622603297233582, 0.5608895421028137, 0.5596084594726562, 0.5564732551574707]"
379,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.0688707828521729, 1.0637503862380981, 1.0635509490966797, 1.0601797103881836, 1.0543595552444458, 1.0543493032455444, 1.0479215383529663, 1.0468908548355103, 1.0459946393966675, 1.0453596115112305]"
380,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.129170298576355, 1.1144013404846191, 1.1131452322006226, 1.1068485975265503, 1.0935966968536377, 1.0826815366744995, 1.0748533010482788, 1.072262167930603, 1.0696265697479248, 1.0687973499298096]"
381,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.958319902420044, 0.9485953450202942, 0.9479782581329346, 0.94339919090271, 0.9343326091766357, 0.9280299544334412, 0.9219061732292175, 0.9202955961227417, 0.918594479560852, 0.9178503751754761]"
382,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3579963743686676, 0.35307207703590393, 0.3526651859283447, 0.3505155146121979, 0.34613344073295593, 0.3417165279388428, 0.33950579166412354, 0.3389172852039337, 0.33805492520332336, 0.3376148045063019]"
383,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6252027750015259, 0.6152762770652771, 0.61451256275177, 0.6100373864173889, 0.6013904213905334, 0.5911837816238403, 0.5874329805374146, 0.5867002606391907, 0.5849753618240356, 0.5838765501976013]"
384,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0125194787979126, 0.9957887530326843, 0.9946396946907043, 0.98673415184021, 0.9722644686698914, 0.9528284072875977, 0.94749915599823, 0.9471902847290039, 0.9443464875221252, 0.9419495463371277]"
385,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7786685228347778, 0.761323869228363, 0.7602327466011047, 0.7516819834709167, 0.7371926307678223, 0.7122095227241516, 0.7106086015701294, 0.7092936038970947, 0.7077569365501404, 0.7044246196746826]"
386,"[303, 282, 341, 557, 107, 2191, 502, 458, 139, 554]","[1.0526094436645508, 1.047770619392395, 1.0475172996520996, 1.0442280769348145, 1.0386192798614502, 1.0381189584732056, 1.032123327255249, 1.0313979387283325, 1.030551552772522, 1.0297656059265137]"
387,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2863936126232147, 0.28343233466148376, 0.2832101583480835, 0.2819080650806427, 0.2791447639465332, 0.2774752676486969, 0.2755419611930847, 0.2749139666557312, 0.2743879556655884, 0.2742457687854767]"
388,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5109525322914124, 0.5000767111778259, 0.49932536482810974, 0.4941520094871521, 0.4850098788738251, 0.47029468417167664, 0.4684804081916809, 0.4680687189102173, 0.466663658618927, 0.46481385827064514]"
389,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6771528720855713, 0.6660650372505188, 0.6649199724197388, 0.6606013774871826, 0.6509171724319458, 0.6413941383361816, 0.636669933795929, 0.6348161697387695, 0.6328294277191162, 0.6322434544563293]"
390,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0806281566619873, 1.0668911933898926, 1.0658074617385864, 1.059759259223938, 1.0473989248275757, 1.0361913442611694, 1.0293259620666504, 1.0274022817611694, 1.0249770879745483, 1.0238827466964722]"
391,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3524944484233856, 0.3457334637641907, 0.3449816107749939, 0.34244072437286377, 0.33663231134414673, 0.3303648829460144, 0.32784974575042725, 0.32677343487739563, 0.32555732131004333, 0.32520243525505066]"
392,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9112133979797363, 0.8930104970932007, 0.8908718824386597, 0.8843374252319336, 0.8687382936477661, 0.8534120321273804, 0.8460478782653809, 0.8424329161643982, 0.8391269445419312, 0.838644802570343]"
393,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.4884498715400696, 0.47575652599334717, 0.4749137759208679, 0.46872177720069885, 0.4582560062408447, 0.43920859694480896, 0.43872061371803284, 0.43759822845458984, 0.43664461374282837, 0.43415534496307373]"
394,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7211369276046753, 0.7055131196975708, 0.7045393586158752, 0.6968370676040649, 0.6837519407272339, 0.6614978313446045, 0.6598379015922546, 0.6587254405021667, 0.6572665572166443, 0.6542931199073792]"
395,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4260123670101166, 0.4171985685825348, 0.4163340926170349, 0.41274842619895935, 0.4052627682685852, 0.39594367146492004, 0.3931325674057007, 0.392251193523407, 0.3906988799571991, 0.38994061946868896]"
396,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2123352736234665, 0.21073168516159058, 0.2107195407152176, 0.20975886285305023, 0.20818936824798584, 0.2073156088590622, 0.2060219645500183, 0.20585884153842926, 0.20558196306228638, 0.20537462830543518]"
397,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5191010236740112, 0.5097444653511047, 0.5087839365005493, 0.505110502243042, 0.49702906608581543, 0.4886217713356018, 0.4848703444004059, 0.4834057688713074, 0.48172762989997864, 0.4812089204788208]"
398,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6095400452613831, 0.5932031869888306, 0.5913534164428711, 0.5852281451225281, 0.5716150403022766, 0.5539687871932983, 0.5494703650474548, 0.5475324392318726, 0.5446286797523499, 0.5435179471969604]"
399,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6378323435783386, 0.6215267181396484, 0.6196404099464417, 0.61362624168396, 0.5999791622161865, 0.5830191969871521, 0.5782216787338257, 0.5760318040847778, 0.5731239914894104, 0.5721499919891357]"
400,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6907901763916016, 0.6777567267417908, 0.6763986945152283, 0.671306848526001, 0.660106360912323, 0.648277759552002, 0.6431436538696289, 0.6411024332046509, 0.6387825608253479, 0.6380766034126282]"
401,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6468743085861206, 0.632867157459259, 0.632020115852356, 0.6250579357147217, 0.6133329272270203, 0.5934503078460693, 0.5918952822685242, 0.5908843278884888, 0.5895914435386658, 0.5869261622428894]"
402,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.405925989151001, 0.3989984691143036, 0.39833441376686096, 0.3955056667327881, 0.38949552178382874, 0.38286563754081726, 0.38021373748779297, 0.379340261220932, 0.3781139850616455, 0.3775823414325714]"
403,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7508394718170166, 0.7330123782157898, 0.7318427562713623, 0.7231507301330566, 0.708336591720581, 0.6821533441543579, 0.6809695363044739, 0.6795396208763123, 0.6780452132225037, 0.6745937466621399]"
404,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8243376612663269, 0.8110767006874084, 0.8099028468132019, 0.804280161857605, 0.7927121520042419, 0.7803850769996643, 0.7749102711677551, 0.7732817530632019, 0.7709446549415588, 0.7698851227760315]"
405,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.21410150825977325, 0.21155484020709991, 0.21140195429325104, 0.210183247923851, 0.20787866413593292, 0.205504909157753, 0.20432032644748688, 0.20412833988666534, 0.2036912888288498, 0.20337752997875214]"
406,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.44119930267333984, 0.42928066849708557, 0.42774614691734314, 0.42371246218681335, 0.4137478768825531, 0.4023269712924957, 0.39856618642807007, 0.39640823006629944, 0.3942447304725647, 0.3938865661621094]"
407,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8609618544578552, 0.8476152420043945, 0.8463284969329834, 0.8409280776977539, 0.8292079567909241, 0.8182324171066284, 0.8121031522750854, 0.8098511695861816, 0.8074729442596436, 0.8067597150802612]"
